Sr. No.,Name of Insurance Co.,State,City,Provider Name,Category,Address,Pin Code,Tel Area,Tel No.,Fax No.,Not Servicing to,Provider
523,PSU-United India Insurance Company,Delhi,Delhi,KRISHNA HOSPITAL(DELHI),Hospital,"9,Chanderlok Pitampura,Road No. 44 Near Rani",110034,11,27180694 / 27183106,27195775/27356079,,1838
,,,,,,"Bagh,Road No. 44 Near Rani Bagh,Delhi",,,,,,
524,PSU-United India Insurance Company,Delhi,Delhi,KUBER HOSPITAL,Hospital,"12,Chanderlok,,Pitampura,,Delhi",110034,11,27352931 / 27353246,27354408,,2418
525,PSU-United India Insurance Company,Delhi,Delhi,M/S BALAJI MEDICAL & DIAGNOSTIC,Hospital,"108 - A, Indraprastha Extention,,Opp. Sanchar",110092,11,43033333/ 22440349 / 50,22235563,,4173
,,,,RESEARCH CENTRE(MAX GROUP II),,"Apartment,,Patparganj",,,,,,
526,PSU-United India Insurance Company,Delhi,Delhi,MAHAJAN EYE CENTRE,Hospital,"Ad-21 A Pitampura,Delhi,Pitampura",110034,11,27314660 / 27312745,27314660,,36475
527,PSU-United India Insurance Company,Delhi,Delhi,MALIK RADIX HEALTH CARE PVT LTD,Hospital,"C-218 Nirman Vihar,Vikas Marg,In Front Of Coffee",110002,11,22011192,22011208 /,,2156
,,,,,,"Home,Delhi",,,,45152510,,
528,PSU-United India Insurance Company,Delhi,Delhi,MONGA MEDICAL CENTRE,Hospital,"J-10, Krishna Nagar,Near Bses Office,Delhi",110051,11,22549711/ 22461147,22528997,,2088
529,PSU-United India Insurance Company,Delhi,Delhi,NU-TECH MEDIWORLD,Hospital,"487,Hardev Puri,Nr.Father Agnel School,,Gautam",110049,11,"26560089,26565548",26560089,,2416
,,,,,,"Nagar.Father Agnel School,Delhi",,,,,,
530,PSU-United India Insurance Company,Delhi,Delhi,PANCHSHEEL HOSPITAL PVT. LTD.,Hospital,"C - 3 / 64 - A,,Yamuna Vihar,,Delhi",110053,11,22914817(4 lines)/32907503,22914816/ 43603773,,3688
531,PSU-United India Insurance Company,Delhi,Delhi,PARNAMI ORTHOPAEDIC HOSPITAL &,Hospital,"A-15, Panchwati, Opp. New Azadpur Subzi,,Mandi Bus",110033,11,27677360/27671153 /,27679140/27678282,,2481
,,,,JOINT REPLACEMENT CENTRE,,"Stop,Delhi",,,27679142,0,,
532,PSU-United India Insurance Company,Delhi,Delhi,R. G. STONE UROLOGY AND,Hospital,"195, Deepali,,Outer Ring Road, Opp. Rohini D D A",110001,11,47571000,27023794,,4661
,,,,LAPROSCOPIC,,"Office,,Pitampura",,,,,,
,,,,HOSPITAL(PRITAMPURA),,,,,,,,
533,PSU-United India Insurance Company,Delhi,Delhi,RAMLAL KUNDANLAL ORTHOPAEDIC,Hospital,"8, Pandav Nagar,,Opp Mother Dairy Plant,Patparganj",110092,11,43189000/ 99/ 65252288 / 89,43189090/22485293,,2916
,,,,HOSPITAL & R.K. MATERNITY HOME,,,,,,,,
534,PSU-United India Insurance Company,Delhi,Delhi,RANA EYE CENTRE,Hospital,"C8/28 Sector7, 1st Floor,,Roihini Opp.,,Metro Pill No,",110085,11,45100652,0,,67920
,,,,,,"394, Sai Baba C",,,,,,
535,PSU-United India Insurance Company,Delhi,Delhi,SAKET CITY HOSPITAL(AUNIT OF,Hospital,"Press Lendave Road,,Mandir Marg,,Saket",110017,11,40699999/26852110/2116,26963801 /,,2164
,,,,GUJARMAL MODI HOSPITAL &,,,,,,26853339,,
,,,,RESEARCH CENTER ),,,,,,,,
536,PSU-United India Insurance Company,Delhi,Delhi,SAMA NURSING HOME,Nursing,"8, Siri Fort Road,,Delhi",110049,11,26251293,46767740,,2159
,,,,,Home,,,,,,,
537,PSU-United India Insurance Company,Delhi,Delhi,SANTOM HOSPITAL PVT LTD,Hospital,"D-5, Prashant Vihar Outer Ring Road,,,Delhi-5",110085,11,27562255,27550400,,64632
538,PSU-United India Insurance Company,Delhi,Delhi,SATYA BHAMA HOSPITAL,Hospital,"126 / 105, Near Water Tank,,Najafgarh Road,,Nangloi",110041,11,25182490,52694616/25946342,,4061
539,PSU-United India Insurance Company,Delhi,Delhi,SEHGAL NURSING HOME(DELH),Nursing,"B - 364,,Outer Ring Road,,Meera Bagh",110063,11,45565656/25267090,45565600,,3873
,,,,,Home,,,,,,,
540,PSU-United India Insurance Company,Delhi,Delhi,SHANTI NURSING HOME LTD.,Nursing,"Naveen Shahdara,,Delhi",110032,11,22824560/ 22825628 /,22826628 /,,4001
,,,,,Home,,,,22821629,22826772,,
541,PSU-United India Insurance Company,Delhi,Delhi,SHREYA EYE CENTRE,Hospital,"D-163,,,Surajmal Vihar,",110092,11,22161975,22161973,,75217
542,PSU-United India Insurance Company,Delhi,Delhi,SHYAM LAL EYE HOSPITAL,Hospital,"Malka Ganj,,Opp Hans Raj College,",110007,11,23857066/23856483,23857066,,68340
543,PSU-United India Insurance Company,Delhi,Delhi,SILVER LINE NURSING HOME,Nursing,"B - 1, West Vinod Nagar,,I P Extention,,Delhi",110092,11,22479065/22479236,22471771/22479236,,3885
,,,,,Home,,,,,,,
544,PSU-United India Insurance Company,Delhi,Delhi,SINGHAL MEDICAL CENTRE,Hospital,"E4/3, Krishna Nagar,,,",110051,11,22002412 / 22094153,22095308,,7940
545,PSU-United India Insurance Company,Delhi,Delhi,SINGHAL NURSING HOME,Nursing,"I X/3, Main Road,,Kailash Nagar,,Delhi",110031,11,22083966 / 22073173/,22083966,,4224
,,,,,Home,,,,22083170,,,
546,PSU-United India Insurance Company,Delhi,Delhi,SPRINGDALES MEDICAL CENTRE,Hospital,"D-4 , Prashant Vihar,,Outer Ringroad,,Rohini",110085,11,27562381/3963/5455,27557276,,2661
547,PSU-United India Insurance Company,Delhi,Delhi,SUNRISE HOSPITAL,Hospital,"Plot No. 1,,Pocket - 8 B, Sector 15,,Rohini",110085,11,27894780 / 27894781,27894781,,26324
548,PSU-United India Insurance Company,Delhi,Delhi,SURAKSHA NURSING HOME (DELHI),Hospital,"E-22 Dilshad Colony,,",110095,11,22353535`,22353637,,52104
549,PSU-United India Insurance Company,Delhi,Delhi,SWASTIK HOSPITAL,Hospital,"14-Gopal Nagar,Opp Ashok Nagar-Tilak Nagar,Delhi",110018,11,,25497333/25497222,,2714
,,,,,,,,,25144134/25497222/2549733,,,
,,,,,,,,,3,,,
550,PSU-United India Insurance Company,Delhi,Delhi,USHA MEMORIAL ORTHOPADIC,Hospital,"D-8, Krishnan Nagar,,Opp. Ratan Devi School,,",110051,11,22001400/22094892,22001500/22160002,,2374
,,,,CENTRE,,,,,,,,
551 PSU-United India Insurance Company,,Delhi,New Delhi,AAKASH HOSPITAL,,Hospital,"90/43, Malviya Nagar,Opp. Green Field School,New",110017,11,51830822 / 844/ 40501000,26687142,,2795
,,,,,,,Delhi,,,,,,
552,PSU-United India Insurance Company,Delhi,New Delhi,ADAMS MEDICARE,,Hospital,"3663, Netaji Subhash Marg,,Darya Ganj,New Delhi",110002,11,23244557,23257189,,4127
553,PSU-United India Insurance Company,Delhi,New Delhi,ADIVA HOSPITALS,,Hospital,"C1/C Green Park Extn.,,,Near Green Park Metro",110016,11,46672700 / 40714444,46672799,,73360
,,,,,,,"Station,",,,,,,
554,PSU-United India Insurance Company,Delhi,New Delhi,AGARWAL MEDICAL CENTRE,,Hospital,"E-243, Greater Kailash Part-I,,Near Gki Market",110048,11,66723767/4130919,29231422,,4808
555,PSU-United India Insurance Company,Delhi,New Delhi,AGRAWAL EYE INSITUTE (NEW DELHI),,Hospital,"A-235 Shivalik,,Malviya Nagar,Near Bus Terminal,,",110071,11,26680397/ 26682203,26682203,,60931
556,PSU-United India Insurance Company,Delhi,New Delhi,AMIT NURSING HOME,,Hospital,"A-3, Manak Vihar Ext.,Near D.D.V Hospital,Tihar",110018,11,"28122149 , 28126894",25122716,,1544
557,PSU-United India Insurance Company,Delhi,New Delhi,ANAND HOSPITAL ( PREET VIHAR -,,Hospital,"21 Community Centre,,Preet Vihar,New Delhi",110092,11,22228617 /22220480,2226671,,350
,,,,NEW DELHI),,,,,,/22226870,,,
558,PSU-United India Insurance Company,Delhi,New Delhi,APEX CITI HOSPITAL,,Hospital,"Hanuman Road,,D 440, D-Block West Vinod",110091,11,22473111,22478111,,7051
,,,,,,,"Nagar,,Pathar Ganj",,,,,,
559,PSU-United India Insurance Company,Delhi,New Delhi,ARTEMIS HOSPITAL(NEW DELHI),,Hospital,"Plot No. 14, Sector 20, Dwarka ,,,Near Sector",Metro,110058,11,28053493,28053494,73575
,,,,,,,Station,,,,,,
560,PSU-United India Insurance Company,Delhi,New Delhi,ASHOK NURSING HOME,,Hospital,"F-3/15-16, Vijay Chowk,,Krishan Nagar,New Delhi",110051,11,22003420 / 22098846 /,22002796/ 22003420,,640
,,,,,,,,,,22002880,,,
561,PSU-United India Insurance Company,Delhi,New Delhi,ASTER EYE CARE (A UNIT OF DM EYE,,Hospital,"32 Ring Road,,,Lajpat Nagar-Iv,",110024,11,30853337/ 39,41096053,,8181
,,,,CARE DELHI PVT. LTD. ),,,,,,,,,
562,PSU-United India Insurance Company,Delhi,New Delhi,AYUSHMAN HOSPITAL (NEW DELHI),,Hospital,"Plot No. 2, Sector 12,,,Dwarka",110075,11,28081739/40,45537001/45537466,,4136
563,PSU-United India Insurance Company,Delhi,New Delhi,B M GUPTA NURSING HOME PVT. LTD. (,,Nursing,"W-Z-H-11,12,14, Uttam Nagar,Near Sanatan Dharm",110059,11,47157777,28564596/45680103,,1958
,,,,UTTAM NAGAR - DELHI ),,Home,"Mandir,New Delhi",,,,,,
564,PSU-United India Insurance Company,Delhi,New Delhi,BANARASIDASS INSTITUTE OF,,Hospital,"Chandiwala Estate,,Maa Anandmai Ashram",110019,11,49020241 / 42 / 43 / 44 / 45 /,49020228,,2338
,,,,MEDICAL SCIENCE,,,"Marg,,Kalkaji",,,48,,,
565,PSU-United India Insurance Company,Delhi,New Delhi,BATRA HOSPITAL AND,,Hospital,"1,Tughlakabad Institutional Area ,,Mehrauli Badarpur",110062,11,29956509/29958747/2608245,29956255,,720
,,,,MEDICALRESEARCH CENTRE,,,"Road,,",,,5 /26075280,,,
566,PSU-United India Insurance Company,Delhi,New Delhi,BEHL,HOSPITAL,Hospital,"B-128, Naraina Vihar,Near Fly Over,New Delhi",110028,11,45672000 / 41040002,45672000,,2018
567,PSU-United India Insurance Company,Delhi,New Delhi,BHAGWATI HOSPITAL (UNIT OF,,Hospital,"C/Socf 6 Sector 13 , Rohini,Nearprinter Apt ,Mother",110085,11,27554179 / 82 / /270160195,27868935,,1572
,,,,SARVODYA HEALTH FOUNDATION),,,"Dairy,New Delhi",,,/275541012,,,
568,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT,,Hospital,"304-309, Ring Road Mall ,Sector-3,Outer Ring Road,",110085,11,43089700-03,43089707,,57185
,,,,,,,"Near Kali Mandir,Rohini",,,,,,
569,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT ( NEW DELHI -,,Nursing,"B-5/24, Safdarjung Enclave,,New Delhi",110029,11,45738888 / 107 / 123,41651744,,549
,,,,SOUTH ),,Home,,,,,,,
570,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT (PREET VIHAR),,Hospital,"F - 19, 2nd Floor, Main Vikas Marg,Pnb Building,Preet",110092,11,43097930/31,43097932,,7533
,,,,,,,Vihar,,,,,,
571,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT (RAJOURI,,Hospital,"J - 12/30, Rajouri Garden,,New Delhi",110027,11,47401363,45738888,,7531
,,,,GARDEN),,,,,,,,,
572,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT (ROOP NAGAR),,Hospital,"1/2, Roop Nagar,,New Delhi",110007,11,45052800/ 01/ 09,45052810,,7532
573,PSU-United India Insurance Company,Delhi,New Delhi,CENTRE FOR SIGHT PRIVATE LIMITED,,Hospital,"Plot No.20, Dwarka Sector-12a,,Opp,Bal Bharathi",110075,11,41524500,0,,11419
,,,,,,,"Public School,Dwaraka",,,,,,
574,PSU-United India Insurance Company,Delhi,New Delhi,CHAUDHARY EYE CENTRE & LASER,,Nursing,"4802,Bharat Ram Road(Ansari Road),,24,Darya",110002,11,"23278423,23275893",41564340,,2425
,,,,VISION,,Home,"Ganj,Behind Delhi Gate Police Station,Darya Ganj",,,,,,
575,PSU-United India Insurance Company,Delhi,New Delhi,CHOPRA EYE HOSPITAL,,Hospital,"H No.-3, Pocket C-8,,Sec-7, Rohini,,New Delhi",110085,11,27933400,27056500,,13152
576,PSU-United India Insurance Company,Delhi,New Delhi,DEEPAK MEMORIAL HOSPITAL&,,Hospital,"5 , Institutional Area,,Vikas Marg, Ext.Ii,New Delhi",110092,11,22155555 / 25154444,22379260,,1395
,,,,MEDICAL RESEARCH CENTRE,,,,,,,,,
577,PSU-United India Insurance Company,Delhi,New Delhi,DELHI HEART & LUNG INSTITUTE,,Hospital,"3mm Ii,,Panchkuian Road,,New Delhi",110055,11,42999999/ 23538351,23514489,,2211
578,PSU-United India Insurance Company,Delhi,New Delhi,DEVKI DEVI FOUNDATION(MAX GROUP,,Hospital,"2, Press Enclave Road,,Saket,New Delhi",110017,11,26515050,66115077/66114400,,3800
,,,,I),,,,,,,,,
579,PSU-United India Insurance Company,Delhi,New Delhi,DIVYA PRASTHA HOSPITAL,,Hospital,"Rz-37, Main Road,Opp Bagh Wala School,,Palam",110045,11,25365960/25364402,25366267,,43730
,,,,,,,"Colony(Dwarka),New Delhi",,,,,,
580,PSU-United India Insurance Company,Delhi,New Delhi,DR B L KAPUR MEMORIAL HOSPITAL,,Hospital,"Pusa Road,,Near Rajendra Plce Metro Station,,Pusa",110005,11,30403040,25752885/30653017/,,5065
,,,,,,,Road,,,,16,,
581,PSU-United India Insurance Company,Delhi,New Delhi,DR SHROFF CHARITY EYE HOSPITAL,,Hospital,"5027,Kedarnath Road,,Daryaganj,,",110002,11,43524444/43528888/,23251589,,51419
,,,,,,,,,,43528854,,,
582,PSU-United India Insurance Company,Delhi,New Delhi,DR SUSHMA JINDAL HOSPITAL DELHI,,Hospital,"488/15,Dilshad Garden,(Near Radha Krishan Mandir),",110095,11,22311010,22597253,,67759
583,PSU-United India Insurance Company,Delhi,New Delhi,DR. KAPURS THE HEALING TOUCH EYE,,Hospital,"D-8, Vikaspuri,,,",110018,11,28535083/45623722,28532383,,60550
,,,,CENTRE,,,,,,,,,
584,PSU-United India Insurance Company,Delhi,New Delhi,DR. NANDA'S EYECARE CENTRE,,Hospital,"A-200, Sector 8,,Dwarka,New Delhi",110075,11,25360909,25360909,,5062
585,PSU-United India Insurance Company,Delhi,New Delhi,DR. PATTNAIK'S LASER EYE INSTITUTE,,Hospital,"C-2,Ground Floor,,Lajpat Nagar.,New Delhi",110024,11,4716088,41716088,,35289
586,PSU-United India Insurance Company,Delhi,New Delhi,DURGA HOSPITAL (P) LTD,,Hospital,"711, Dr. Mukherjee Nagar,Opp Batra Cinema,Delhi",110009,11,45104440-47/,45104439,,682
,,,,,,,,,,27601090/27603593,,,
587,PSU-United India Insurance Company,Delhi,New Delhi,EAST WEST MEDICAL CENTRE ( NEW,,Nursing,"38, Golf Links,,Gk-1,New Delhi",110003,11,24690429 /24623738,24692696,,210
,,,,DELHI ),,Home,,,,,,,
588,PSU-United India Insurance Company,Delhi,New Delhi,ESCORTS HEART INSTITUTE AND,,Hospital,"Okhla Road,,,New Delhi",110025,11,2682 5000/ 01,26825071,,977
,,,,RESEARCH CENTRE,,,,,,,,,
589 PSU-United India Insurance Company,,Delhi,New Delhi,EYE SIGHT LASER CENTRE,Hospital,"52a Dda,,Pocket 2, Behind Sec-6 Main",110075,11,31905687,43305687,,8628
,,,,,,"Market,,Dwarka",,,,,,
590,PSU-United India Insurance Company,Delhi,New Delhi,FORTIS C-DOC HEALTHCARE LTD,Hospital,"B-16, Chirag Enclave,,,Opp. Nehru Place",110065,11,49101222,49101200,,43009
591,PSU-United India Insurance Company,Delhi,New Delhi,FORTIS FLT. LT. RAJAN DHALL,Hospital,"Sector - B, Docket - 1,,Aruna Asaf Ali Marg,,Vasant",110070,11,42776222,42776221,,45534
,,,,HOSPITAL,,Kunj,,,,,,
592,PSU-United India Insurance Company,Delhi,New Delhi,FORTIS HOSPITAL MANAGEMENT LTD,Hospital,"A-Block,,,Shalimar Bagh,",110088,11,45302222,45302255,,26110
593,PSU-United India Insurance Company,Delhi,New Delhi,GANESH ORTHO TRAUMA & MEDICAL,Hospital,"F-15/7, Hanraj Marg Krishna Nagar,,Near Bses",110051,11,43146100 (100 LINES),43146198/43146199,,67549
,,,,CENTRE (DELHI),,"Office,Delhi",,,,,,
594,PSU-United India Insurance Company,Delhi,New Delhi,GENESIS HOSPITAL PVT. LTD,Hospital,"C-1/130,Janakpuri,,New Delhi,C-1/130 Janak Puri",110058,11,45259900,45259920,,76410
595,PSU-United India Insurance Company,Delhi,New Delhi,GOYAL EYE INSTITUTE,Hospital,"1 - 10, East Patel Nagar,,,New Delhi",110008,11,25881249 / 25888145,25880114,,4064
596,PSU-United India Insurance Company,Delhi,New Delhi,HANDA NURSING HOME,Nursing,"57,Raja Garden,New Delhi,Near Raja Garden",110015,11,25433342 / 45606000,25162836 /,,25781
,,,,,Home,Crossing,,,,45606040,,
597,PSU-United India Insurance Company,Delhi,New Delhi,HARDIK HOSPITAL (NEW DELHI),Hospital,"29 C, Budh Bazar, Vikash Nagar,,Uttam Nagar,,New",110059,11,32045600,0,,12372
,,,,,,Budh Bazar,,,,,,
598,PSU-United India Insurance Company,Delhi,New Delhi,HEALING TOUCH HOSPITAL ( NEW,Hospital,"7/5, Sarva Priya Vihar,Opp. Laxman Public",110016,11,47272800,47272816,,1755
,,,,DELHI),,"School,New Delhi",,,,,,
599,PSU-United India Insurance Company,Delhi,New Delhi,HEMRAJ JAIN HOSPITAL & MATERNITY,Hospital,"Nh-1,,Block C-1,,Janak Puri,",110058,11,25551507,25543383,,27844
,,,,HOME.,,,,,,,,
600,PSU-United India Insurance Company,Delhi,New Delhi,HOLY ANGELS HOSPITAL,Hospital,"Plot B. Community Centre, Basant Lok,Vasant",110057,11,43357700/ 26143411/,26145783 /26153736,,1884
,,,,,,"Vihar,New Delhi",,,26141229/26142842,,,
601,PSU-United India Insurance Company,Delhi,New Delhi,INDIAN INSTITUTE OF OPTHALMOLOGY,Hospital,"E-584,,Greater Kailash-2,New Delhi",110048,11,29224044/29220859,29212424,,2161
602,PSU-United India Insurance Company,Delhi,New Delhi,INDIAN SPINAL INJURIES CENTRE,Hospital,"Sector - C, ,,Vasant Kunj,New Delhi",110070,11,42255371/ 42255247,26899147,,506
603,PSU-United India Insurance Company,Delhi,New Delhi,INDRAPRASTHA APOLLO HOSPITAL,Hospital,"Sarita Vihar Delhi,Mathura Road,,New Delhi",110076,11,26925858/26925801 EXTN :-,26823629 /,,109
,,,,,,,,,1092,26825700,,
604,PSU-United India Insurance Company,Delhi,New Delhi,INSTITUTE OF LIVER & BILIARY,Hospital,"D-1 Vasant Kunj New Delhi,,Vasant Kunj",110070,11,46300000 /,46300010,,75739
,,,,SCIENCES,,,,,64659881/26123503,,,
605,PSU-United India Insurance Company,Delhi,New Delhi,IRENE HOSPITAL(A UNIT DELPHI,Hospital,"Dd- 23,,,Kalkaji",110019,11,29922222/ 25,49922232/41052236,,83682
,,,,HEALTHCARE RESEARCH INSTITUTE,,,,,,,,
,,,,PVT. LTD),,,,,,,,
606,PSU-United India Insurance Company,Delhi,New Delhi,J.K.HOSPITAL ( NEW DELHI ),Hospital,"B1/ 4a, Janak Puri,,Main Najafgarh Road,Near Tilak",110058,11,25500445 / 32987500,25552335 /,,1585
,,,,,,"Nagar Fly Over,,New Delhi",,,,25534245,,
607,PSU-United India Insurance Company,Delhi,New Delhi,JAIPUR GOLDEN HOSPITAL,Hospital,"2-Institutional Area,Sector-3,Rohini,New Delhi",110085,11,27907000,27518121,,2761
608,PSU-United India Insurance Company,Delhi,New Delhi,JANKI HOSPITAL,Hospital,"Rz-89, Old Roshan Pura,,Opp. Gurudwara, Gurgaon",110043,11,42017050,25028386,,55227
,,,,,,"Road,,Najafgarh,",,,,,,
609,PSU-United India Insurance Company,Delhi,New Delhi,JEEWAN HOSPITAL & NURSING HOME,Hospital,"Gate No. 2,150 Jeewan Nagar,Ashram,,Near Maharani",110014,11,26349821/ 26343271,26348591/ 26346061,,58548
,,,,(JEEWAN NAGAR),,Bagh,,,,,,
610,PSU-United India Insurance Company,Delhi,New Delhi,JEEWAN MALA HOSPITAL PVT. LTD.,Hospital,"67/1, New Rohtak Road,,,New Delhi",110005,11,23511474-77 / 23682921,23670347 /,,801
611,PSU-United India Insurance Company,Delhi,New Delhi,JESSA RAM HOSPITAL(FORTIES,Hospital,"W E A Karol Bagh,,,Gurudwara Road",110005,11,45013222,45013221,,3898
,,,,GROUP),,,,,,,,
612,PSU-United India Insurance Company,Delhi,New Delhi,JMS BATRA HOSPITAL,Hospital,"B - 1/5, Janak Puri,,Near Metro Station, Ganehs",110058,11,25555424 / 25591802,45510346,,26991
,,,,,,"Nagar,,New Delhi",,,,,,
613,PSU-United India Insurance Company,Delhi,New Delhi,KAILASH NURSING HOME PVT. LTD,Nursing,"49, South Patel Nagar Market,,,Near Patel Nagar",110008,11,25847411-12,25841521,,28696
,,,,,Home,Metro Station,,,,,,
614,PSU-United India Insurance Company,Delhi,New Delhi,KALRA HOSPITAL& SHRI RAM HEART,Hospital,"A5-6, Kirti Nagar,,New Delhi",110015,11,45005600 / 46005700 /,25108119 /,,1211
,,,,INSTITUTE AND RESEARCH CENTRE,,,,,25418088,25108117,,
615,PSU-United India Insurance Company,Delhi,New Delhi,KALYANI HOSPITAL,Hospital,"Rz-30a,,Rati Ram Park,Naya Bazar,Nahafgarh",110043,11,64996162,25321270,,76416
616,PSU-United India Insurance Company,Delhi,New Delhi,KAPOOR MEDICAL CENTRE(DELHI),Hospital,"E- 18 Naraina Vihar,Near Pvr Opposite Community",110028,11,2571387/ 25793124/,41025103/ 25793124,,2313
,,,,,,"Centre,New Delhi",,,25793728,,,
617,PSU-United India Insurance Company,Delhi,New Delhi,KARTIK NURSING HOME AND UROLOGY,Nursing,"C 15, Community Centre,C Block, Janakpuri, ( Behind",110058,11,25531504,25597042,,3602
,,,,CENTRE,Home,"Janak Cinema),New Delhi",,,,,,
618,PSU-United India Insurance Company,Delhi,New Delhi,KHETARPAL HOSPITAL,Hospital,"F 95 Main Najapagarh Road,Bali Nagar,New Delhi",110015,11,45515100 (30 lines),25193344,,2168
619,PSU-United India Insurance Company,Delhi,New Delhi,KHETARPAL NURSING HOME,Nursing,"Gn - 5,,Shivaji Enclave,New Delhi",110027,11,25164545 / 25442292 /,42131411,,3195
,,,,,Home,,,,25449935,,,
620,PSU-United India Insurance Company,Delhi,New Delhi,KUKREJA HOSPITAL & HEART CENTRE,Hospital,"C-1, Vishal Enclave,Rajouri Garden, Metro Pillar No",110027,11,45675000 / 45626100,45675000,,2012
,,,,,,"419-420,New Delhi",,,,,,
621,PSU-United India Insurance Company,Delhi,New Delhi,LIFE LINE HOSPITAL (DWARKA),Hospital,"Plot - 42,,Sector - 12, B,Dwarka",110075,11,47324100,47324105,,80492
622,PSU-United India Insurance Company,Delhi,New Delhi,LOK CLINIC,Hospital,"A-2/7, Janak Puri,,New Delhi",110058,11,2555-3689 / 2553-3689 /,25533689,,3506
,,,,,,,,,25623689,,,
623,PSU-United India Insurance Company,Delhi,New Delhi,LOTUS HOSPITAL,Hospital,"W Z - 409 - A, Janak Park,,Harinagar,,New Delhi",110064,11,"45467700,45615770,4561577",45467700,,3571
,,,,,,,,,"1,45615777",,,
624,PSU-United India Insurance Company,Delhi,New Delhi,M. M. R. EYE INSTITUTE,Hospital,"B - 15, Swasthya Vihar,,,New Delhi",110092,11,22542267 / 22548667,22019659,,4190
625,PSU-United India Insurance Company,Delhi,New Delhi,M.D EYE CARE & LASER CENTRE,Hospital,"M-165,,Greater Kailash Part -2,New Delhi",110048,11,29228101/29228102,29228103,,41464
626,PSU-United India Insurance Company,Delhi,New Delhi,M.G.S HOSPITAL (DELHI),Hospital,"35/37 Rohtak Road,West Punjabi Baug,On The Main",110001,11,25166100 -104,25164529,,1700
,,,,,,"Rohtak Road,( Near General Store),New Delhi",,,,,,
627 PSU-United India Insurance Company,,Delhi,New Delhi,MAHARAJA AGRASEN HOSPITAL(NEW,,Hospital,"Road No. 35, West Punjabi Bagh,,Punjabi Bagh",110026,11,2551802,0,,55668
,,,,DELHI),,,,,,,,,
628,PSU-United India Insurance Company,Delhi,New Delhi,MAKKAR MEDICAL CENTR,,Hospital,"A - 1, Priyadarshini Vihar,,,New Delhi",110902,11,22462221,22466992,,4086
629,PSU-United India Insurance Company,Delhi,New Delhi,MATA CHANAN DEVI HOSPITAL,,Hospital,"C-1, Janak Puri,On Main Pankha Road,,St. Marks",110058,11,45582033/ 34/ 39,25622103/ 45582038,,1501
,,,,,,,School,"Janakpuri N D,New Delhi",,,,,
630,PSU-United India Insurance Company,Delhi,New Delhi,MAX HEALTHCARE INSTITUTE LIMITED (,,Hospital,"Max Hospital, Hb, Twin Towers,Near Tv Tower,",110034,11,27351844 / 27158844,27157229,,1870
,,,,PITAMPURA)(MAX GROUP II),,,"Pitampura, Wazirpur, District Centre,New Delhi",,,,,,
631,PSU-United India Insurance Company,Delhi,New Delhi,MAX SUPER SPECIALITY,,Hospital,"Fc-50,,C&D Block, Shalimar Bagh,,New Delhi",110088,11,66422222,66422233,,8420
,,,,HOSPITAL(NEW DELHI),,,,,,,,,
632,PSU-United India Insurance Company,Delhi,New Delhi,MAX SUPER SPECIALITY,,Hospital,"1, Press Enclave Road,,,Saket",110017,11,66114545 / 66115555,26517000 /,,45135
